seed,anchor,rec,label
1341970,"Let \\(K=k(C)\\) be the function field of an algebraic curve \\(C\\) over an algebraically closed ground field \\(k\\). Let \\(\\Gamma/K\\) be a smooth projective curve of genus \\(g>0\\) with a \\(K\\)-rational point \\(O\\in\\Gamma(K)\\). There is a smooth projective algebraic surface \\(S\\) with genus \\(g\\) fibration \\(f:S\\to C\\) which has \\(\\Gamma\\) as its generic fibre and which is relatively minimal. Let \\(J/K\\) denote the Jacobian variety of \\(\\Gamma/K\\). Further let \\((\\tau,B)\\) be the \\(K/k\\)-trace of \\(J\\). The main purpose of the present paper is to give the Mordell-Weil group \\(J(K)/\\tau B(k)\\) (modulo torsion) the structure of Euclidean lattice via intersection theory on the algebraic surface \\(S\\).\n\nFor the entire collection see [Zbl 0913.00032].","A detailed exposition of Chow's theory of \\(K/k\\)-image and \\(K/k\\)-trace of an abelian variety (and the Lang-NÃ©ron Theorem) is given in terms of the language of schemes [compare with the appendix by \\textit{M. Hindry}, Bull. Soc. Math. France 134, No. 3, 395--415 (2006; Zbl 1222.14048)].",1
1058016,"This is a very well written survey of the state-of-the-art of the mathematical aspects of mirror symmetry in 1994. A postscript has been added summing up further developments until 1997. \n\n\nThe first chapter explains the origin and physical relevance of mirror symmetry in a very appealing way for mathematicians. It ends with the most clear description of what mirror symmetry is: They could be pairs of complex manifolds (both with trivial tangent bundle) producing the same physics for string compactification, but with the corresponding \\(A\\)-model and \\(B\\)-models exchanged. In particular there should be formulas relating the \\(A\\)-model correlation functions of one manifold (which count the number of rational curves) with the \\(B\\)-model correlation functions of the other (which are related to period integrals). -- The next chapters give a highly readable account of all the pieces involved in mirror symmetry, counting rational curves in Calabi-Yau threefolds, Gromov-Witten invariants how they encode \\(A\\)-model correlation functions, quantum cohomology, moduli of sigma models, geometric variations of the Hodge structure and its relationship with \\(B\\)-model correlation functions, and \\(A\\)-variations of the Hodge structure (related to the geometric variations on the mirror). \n\n\nThe last chapter deals with mirror symmetry itself and describes the different geometric models (or definitions) for the mirror dual of a Calabi-Yau known in 1994. The first model is the \\textit{B. R. Green} and \\textit{A. R. Plesser} orbifold construction [Nucl. Phys. B 338, No. 1, 15-37 (1990)]; the second one is due to \\textit{V. V. Batyrev} [J. Algebr. Geom. 3, No. 3, 493-535 (1994; Zbl 0829.14023)] and works for an arbitrary family of Calabi-Yau hypersurfaces in toric varieties. Those families \\(\\{M_t\\}\\) of varieties have an associated reflexive polyhedron in \\(L\\otimes_{\\mathbb Z}\\mathbb R\\), where \\(L\\) is the real monomial lattice of the torus of which the toric variety is a compactification. The polar polyhedron is also reflexive and then determines a new family \\(\\{W_t\\}\\) of Calabi-Yau threefolds; the mirror conjecture in this case states that \\(\\{W_t\\}\\) is the dual mirror of \\(\\{M_t\\}\\). The third construction was done by \\textit{C. Borcea} [in ``Mirror symmetry. II'', AMS/IP Stud. Adv. Math. 1, 717-743 (1997)] and \\textit{C. Voisin} [in: JournÃ©es de gÃ©omÃ©trie algÃ©brique, Orsay 1992, AstÃ©risque 218, 273-323 (1993; Zbl 0818.14014)] and works for Calabi-Yau threefolds obtained from a K3 surface \\(S\\) with holomorphic involution \\(i\\) and an elliptic curve \\(A\\) by resolving singularities of \\(S\\times A/(i,j)\\), \\(j\\) being the involution on \\(A\\) defined by negation. \n\n\nThe author states two important conjectures regarding the mathematical formulation of mirror symmetry, the so-called ``Hodge-theoretic mirror symmetry conjecture'' and ``Converse conjecture''. More popular conjectures or ``mirror symmetry tests'', like the presence of isomorphisms between certain Hodge spaces preserving correlation functions, are also explained. The paper includes also some computations that give evidences supporting the mirror symmetry conjectures. As the author says, the subject of mirror symmetry is a rapidly developing one, and very much has been done since 1994.\n\n\nThe paper includes a postscript sketching some of these developments until 1997, most of them still alive and producing new and interesting open problems. We list some of the theories described:\n\n\nThe generalization and simpler definition of the Gromov-Witten invariants, including the purely algebraic theory of \\textit{M. Kontsevich} and \\textit{Yu. Manin} [Commun. Math. Phys. 164, No. 3, 525-562 (1994; Zbl 0853.14020)].\n\n\nThe ``homological'' mirror conjecture, due to \\textit{M. Kontsevich} [in: Proc. Int. Congr. Math., ZÃ¼rich 1994, Vol. 1, 120-139 (1995; Zbl 0846.53021)] and \\textit{K. Fukaya} [in: Proc. GARC Workshop, Seoul Nat. Univ. 1993, Lect. Notes Ser., Seoul. 18, 1-102 (1993; Zbl 0853.57030)] involving the \\(A^\\infty\\)-categories of Lagrangian submanifolds.\n\n\nThe mathematical proof of a certain number of striking enumerative predictions, for instance \\textit{A. B. Givental}'s proof [Sel. Math., New Ser. 1, No. 2, 325-345 (1995; Zbl 0920.14028), Proc. Int. Congr. Math., ZÃ¼rich 1994, Vol. 1, 472-480 (1995; Zbl 0863.14021) and Int. Math. Res. Not. 1996, No. 13, 613-663 (1996; Zbl 0881.55006)], that for complete intersection Calabi-Yau in projective spaces, the ``predicted'' enumerative formulas calculated with the Batyrev-Borisov candidate mirror dual are in fact correct evaluations of the Gromov-Witten invariants, thus proving all the enumerative predictions about the general quintic threefold made by \\textit{P. Candelas, E. Derrick} and \\textit{L. Parkes} [Nucl. Phys. B 407, No. 1, 115-154 (1993; Zbl 0899.32011)].\n\n\nThe new variants of string theory relevant to mirror symmetry. The more important are the so-called type \\(IIA\\) and type \\(IIB\\) string theories. The extra parameters that must be added to the conformal field theory moduli in each string theory are different and should be exchanged under mirror symmetry as shown by \\textit{P. S. Aspinwall} and \\textit{D. R. Morrison} [Phys. Lett. B 355, No. 1-2, 141-149 (1995)] and \\textit{D. R. Morrison} [Nucl. Phys. B, Proc. Suppl. 46, 146-155 (1996)]. This is related to ``\\(D\\)-brane moduli spaces'' and with \\(T\\) and \\(F\\) dualities. \n\n\nThe paper finally refers to one of the most interesting formulations of mirror-symmetry, the theory of \\textit{A. Strominger, S.-T. Yau} and \\textit{E. Zaslow} [Nucl. Phys., B 479, No. 1-2, 243-259 (1996; Zbl 0896.14024)]. In this approach the phenomenon of mirror symmetry on Calabi-Yau threefolds admitting a \\(T^3\\) fibration is interpreted as \\(T\\)-duality on the \\(T^3\\) fibres. According to this formulation one would like to take the mirror dual to a Calabi-Yau manifold as a compactification of the moduli space of its special Lagrangian submanifolds (the \\(T^3\\) tori in the above case) endowed with a suitable complex structure. The author himself [``The geometry underlying mirror symmetry'', in: New Trends in Algebraic Geometry, Sel. Papers Eur-Conf., Warwick 1996, Lond. Math. Soc. Lect. Notes Set. 264, 283-310 (1999)] gave a geometric construction of mirror symmetry consistent with YSZ recipe, showing that the relationship between quantum cohomology and the variation of the Hodge structure should conjecturally follow as a consequence. For elliptic K3 surfaces and Borcea-Voisin Calabi-Yau threefolds, \\textit{M. Gross} and \\textit{P. M. H. Wilson} [Math. Ann. 309, No. 3, 505-531 (1997; Zbl 0901.14024)] showed that the already known geometric models of mirror symmetry are consistent with SYZ.\n\n\nThe paper is a very good introduction to the subject, and explains very clearly the different mathematical theories involved in mirror symmetry and the relationships among them. It covers all aspects of the topic up to date when it was written and is then highly recommendable both to those wishing to get familiar with mirror symmetry and to know the relevant literature (it includes 153 references) and to those wishing to understand the mathematical aspects of this fascinating subject.\n\nFor the entire collection see [Zbl 0866.00043].","In this paper the retina R is modelled as a two-dimensional network \(\{0,1,...,n+1\}^ 2\) (and also as an integer interval \(\{0,1,...,N+1\})\). Each cell (i,j) is mainly related to a cortex cell \(x_{ij}\) to which a density of synaptic weights \(f_{ij}(x)\) is associated. It is assumed that \(f_{ij}(x)=f(\| x-x_{ij}\|)\) where f is decreasing, positive and \(f(0)=1\). It is assumed that the system is subject to stimulation chosen to render the resulting model Markovian in the one-dimensional case.


The convergence of the corresponding Markov chain to a stationary distribution is established which in turn establishes the retinotopy of the system. The difficulty in extending the results to the two- dimensional case is pointed out; in this case the asymptotic behaviour is brought out by Monte-Carlo simulation.",0
1308161,"Let \\(R = k[x_0,\\dots,x_n]\\), \\(n \\geq 3\\), and let \\({\\mathfrak m} = (x_0,\\dots,x_n)R\\). A homogeneous ideal \\(I \\subset R\\) of height \\(m\\) is a quasi-complete intersection (q.c.i.) on \\(m+1\\) elements if \\(I\\) is unmixed and there exist \\(m+1\\) homogeneous elements \\(F_0,\\dots,F_m\\) in \\(I\\) such that \\((F_0,\\dots,F_m) R = I \\cap {\\mathfrak q}\\) for some \\({\\mathfrak m}\\)-primary ideal \\(\\mathfrak q\\). This paper is concerned with the problem of describing minimal generating sets for such an ideal, assuming that it is prime and its height is 2. \n\n\nOne of the main results is the following. Assume \\({\\mathfrak p}\\) is a homogeneous prime ideal of height 2 with at least 3 minimal generators, and assume that \\(\\mathfrak p\\) is a q.c.i.\\ on \\(F_0,F_1,F_2\\). If \\(\\mathfrak B\\) is an arbitrary minimal homogeneous generating set of \\(\\mathfrak p\\), then there are elements \\(B_0,B_1,B_2\\) in \\(\\mathfrak B\\) such that \\( {\\mathfrak B}/\\{B_0,B_1,B_2\\} \\cup \\{F_0,F_1,F_2\\} \\) is a minimal generating set of \\(\\mathfrak p\\). Another result, slightly more technical, gives a way of obtaining, from a fixed homogeneous minimal generating set for a q.c.i.\\ prime ideal \\(\\mathfrak p\\), a set of three polynomials on which \\(\\mathfrak p\\) is a q.c.i. \n\n\nThe authors apply these results to monomial curves, by characterizing those monomial curves with 4 minimal generators which are in fact quasi-complete intersections.","Let \\(X\\) be a nondegenerate locally Cohen-Macaulay irreducible curve in \\(\\mathbb P^3\\), defined over an algebraically closed field \\(K\\) of characteristic zero. \\(X\\) is said to be a \\textit{quasi-complete intersection} if it is locally Cohen-Macaulay and is cut out scheme-theoretically by three hypersurfaces in \\(\\mathbb P^3\\), say of degrees \\(d_1,d_2,d_3\\). The author describes the structure of the minimal free resolution of the homogeneous ideal of such a curve. In particular, the ranks of the first and second syzygy modules are determined by the number of elements in a minimal generating set for this ideal. As a byproduct of this result, the author constructs a smooth quasi-complete intersection space curve, \\(X\\), such that the number of minimal generators is any given positive integer \\(t \\geq 3\\).",1
1664684,"Summary: We summarise the brane solutions (instantons, black holes and strings) in 4 dimensions when embedded in \\(N=2\\) supergravity. Like in 10 dimensions these solutions are related by duality transformations \\((T\\)-duality, \\(c\\)-map). For the case that the graviphoton has no magnetic charge, we discuss the conformal field theory description of the near-horizon geometry. The decoupling of the massless modes in the matrix limit of the M-theory compactified on a Calabi-Yau threefold is discussed.\n\nFor the entire collection see [Zbl 0921.00041].","The author obtains the solution of the functional equation \(f(xy)+f(x(1- y))+f((1-x)y)+f((1-x)(1-y))=h(x)h(y)\) where \(f,h:[0,1]\to\mathbb{C}\) (complex numbers) with \(f\) having derivatives of order three, to solve another equation \(F(xy)+F(x(1-y))+F((1-x)y)+F((1-x)(1-y))=G(x)H(y)\).",0
1591097,"A real algebraic curve \\((X, \\sigma)\\) is a smooth irreducible projective curve \\(X\\) of genus \\(g\\) together with an anti-conformal involution \\(\\sigma\\). The real automorphism group \\(\\text{Aut}( X, \\sigma)\\) of \\(X\\) consists of those conformal automorphisms from \\(\\text{Aut}(X)\\) which commute with \\(\\sigma\\). The author fully classifies all groups which can be obtained as real automorphism groups of genus 2 surfaces.","Let \(P\) be a polynomial and \(P'\) its derivative. \(\alpha \) is a critical point of \(P\) if \(P'\left( \alpha \right) =0\). In the paper under review, the authors study a family of polynomials \(P\) with only one zero lying outside the closed unit disk in the complex plane \(\mathbb C\) and obtain some criteria for \(P\) to have exactly one critical point outside the closed unit disk. The paper might be more impressive with the insertion of some relevant examples.",0
1262405,"From the text: ``In his article [Stud. Adv. Math. 9, 121-160 (1998; Zbl 0904.58009)] in this volume's precursor, \\textit{E. Witten} proposed, as a possible approach to constructing a mirror map, a certain extended moduli space \\({\\mathcal N}\\), a thickening of the usual moduli space \\({\\mathcal M}\\) of complex structures on a Calabi-Yau manifold \\(X\\). Witten's proposal for \\({\\mathcal N}\\) is couched in terms of conformal field theory on \\(X\\), and it is not immediately obvious to the author to what extent it is or can be made rigorous. In any case, it appears to be an intriguing problem of pure deformation theory to construct Witten's extended moduli space directly in terms of ordinary complex geometry, making no appeal to physics.\n\n\nThe purpose of this note is to describe a type of generalized or `exotic' deformation of complex structure on a Calabi-Yau manifold \\(X\\). Our construction shares with Witten's the property that the set of first-order deformations coincides with the total DeRham cohomology \\(\\bigoplus H^i(X)\\), with the classical deformations embedded as \\(H^{1,n-1}(X)\\); but the author's incompetence in physical matters precludes any further comment here as to any real connection between the two constructions.\n\n\nWe describe a kind of deformation of the anti-DeRham algebra on a Calabi-Yau manifold \\(X\\). These deformations are in 1-1 correspondence with the total cohomology \\(\\bigoplus H^i(X,\\mathbb{C})\\)''.\n\nFor the entire collection see [Zbl 0905.00079].","zbMATH_ID
849952    The author proposes a ``homological mirror con...
849952    The author proposes a ``homological mirror con...
Name: text, dtype: object",1
1629356,"Summary: We classify completely the surfaces of general type whose canonical map is 3-to-1 onto a surface of minimal degree in projective space. These surfaces fall into 5 distinct classes and we give explicit examples belonging to each of these classes. As far as we know, one of the examples thus constructed was unknown and it is a surface whose canonical system has two infinitely near base points.","A complex surface of general type \\(X\\) is called \\textit{even} if the canonical class \\(K_X\\) is divisible by 2 in the Picard group of \\(X\\). This is a topological condition, and an even surface is automatically minimal.\n\nThe paper under review studies even surfaces with \\(K^2_X=8\\), \\(p_g(X):=h^0(K_X)=4\\) and \\(q(X):=h^1(\\mathcal O_X)=0\\). The main result of the paper is the description of the moduli space \\(\\mathcal M^{\\mathrm{ev}}_{8,4,0}\\) of such surfaces:\n\n-- \\(\\mathcal M^{\\mathrm{ev}}_{8,4,0}\\) is connected and it is the union of two components \\(\\mathcal M_1\\) and \\(\\mathcal M_2\\) of dimension 35, meeting in a codimension 1 subvariety.\n\n-- the canonical system of the general surface in \\(\\mathcal M_1\\) is free, while the canonical system of every surface in \\(\\mathcal M_2\\) has base points.\n\nThe canonical model of a surface \\(X\\) of \\(\\mathcal M_1\\) is a codimension 2 complete intersection in a suitable weighted projective space, and is smooth for \\(X\\) general; the canonical model of every surface of \\(\\mathcal M_2\\) is instead singular, hence \\(\\mathcal M_2\\) is everywhere non reduced. An interesting consequence of the connectedness of \\(\\mathcal M^{\\mathrm{ev}}_{8,4,0}\\) and of the description of the canonical model of surfaces in \\(\\mathcal M_1\\) is that all surfaces in \\(\\mathcal M^{\\mathrm{ev}}_{8,4,0}\\) are simply connected.\n\nThe surfaces of \\(\\mathcal M_1\\) had already been described by \\textit{P. A. Oliverio} [Rend. Semin. Mat. Univ. Padova 113, 1--14 (2005; Zbl 1121.14034)].",1
1664684,"Summary: We summarise the brane solutions (instantons, black holes and strings) in 4 dimensions when embedded in \\(N=2\\) supergravity. Like in 10 dimensions these solutions are related by duality transformations \\((T\\)-duality, \\(c\\)-map). For the case that the graviphoton has no magnetic charge, we discuss the conformal field theory description of the near-horizon geometry. The decoupling of the massless modes in the matrix limit of the M-theory compactified on a Calabi-Yau threefold is discussed.\n\nFor the entire collection see [Zbl 0921.00041].","Let \(G\) be a finite abelian group and let \(\psi\) be a permutation of \(G\). The authors study properties of the sequence defined by \(u_{n+1}=\psi(u_n)\) for some initial value \(u_0\). As \(G\) is finite, the sequence is periodic with some least period \(t\). For segments of length \(N<t\) and \(\chi\) a character of \(G\) they investigate the incomplete character sum
\[
\sum_{n=0}^{N-1}\chi(u_n).
\]
 The study involves the complete character sum \(\sum_{g\in G}\chi\left(\psi^r(g)-g\right)\) for some integer \(r\). This is particularly easy if \(\psi^r- \text{id}\) is a permutation of \(G\) as then the value is zero. This leads to the definition of \(\mathcal{R}\)-orthomorphisms, namely \(\psi\) is an \(\mathcal{R}\)-orthomorphism if \(\psi^r- \text{id}\) is a permutation for all \(r\in \mathcal{R}\). For such permutations \(\psi\) better bounds on the incomplete character sum are proven.",0
14466,"The author extends the notion and results of real places on fields to commutative rings. Namely, given a commutative ring \\(R\\) a real place on \\(R\\) is a pair \\(\\sigma=({\\mathfrak p},\\sigma)\\), where \\({\\mathfrak p}\\) is a prime ideal of \\(R\\) and \\(\\overline\\sigma:\\kappa({\\mathfrak p})\\to k\\cup\\infty\\) is a \\(k\\)-place on the residue field of \\({\\mathfrak p}\\). If \\(k=\\mathbb{R}\\) the place is called real. The readers familiar with the notion of real spectra will surely have noticed the similarity of both constructions. Then the author considers the space \\(M(R)\\) of real places on \\(R\\) which is the collection of all the above pairs modulo some equivalence relation, and topologizes it with the quotient topology inherited by the canonical epimorphism \\(\\lambda:\\text{Spec}_ r(R)\\to M(R)\\).\n\n\nThis space \\(M(R)\\) was well known in case \\(R\\) is a field, and its properties extend naturally (and easily) to this more general situation, as well as other concepts as the one of holomorphy ring. So the results of the paper are essentially not new but the expected extensions of the known ones for fields, or in some cases reformulations in the language of real places of some known facts for the real spectrum, as theorem 4.3. -- - Also the author raises the question of the possible extension of some of the results to the case of \\(k\\)-places with \\(k\\neq\\mathbb{R}\\). Some work in this direction (always in the case of a field) was done by \\textit{H.-W. SchÃ¼lting} in GÃ©omÃ©trie algÃ©brique rÃ©elle et formes quadratiques, JournÃ©e SMF, Univ. Rennes 1981, Lect. Notes Math. 959, 433-442 (1982; Zbl 0498.14013), where he works with the relative holomorphy ring. Finally the paper finishes by applying the results to the particular case of rings with many units and answering in the affirmative a question of \\textit{M. Knebusch}, namely whether the space \\(M_ T\\) of real places compatible with a given preorder \\(T\\) is Hausdorff.","In the monograph [\\textit{M. Knebusch} and \\textit{D. Zhang}, Manis valuations and PrÃ¼fer extensions. I: A new chapter in commutative algebra. Lect. Notes Math. 1791 (2002; Zbl 1033.13001)] the authors developed a theory of Manis valuations on rings and PrÃ¼fer extensions. In the present paper they study these notions in the context of real algebra, i.e., in the presence of some form of order structure (preorderings, partial orderings, total orders,\\dots). Convex subrings of totally ordered fields are well known to be valuation rings. Therefore valuations arise naturally in the theory of ordered rings, in particular in connection with convexity. (A subset \\(M\\) of a preordered ring \\((A,A^+)\\) is convex if \\(a, b\\in M\\) and \\(c- a, b- c\\in A^+\\) implies \\(c\\in M\\).)\n\nThroughout, the paper is concerned with convexity and its relationship with valuations. Ordered rings and convex subrings lead to examples of PrÃ¼fer extensions and PrÃ¼fer closed rings. In the other direction, PrÃ¼fer theory is a powerful tool in the study of convex subrings\n\nThe notion of a convex valuation on a ring generalizes the classical concept of compatibility of a valuation on a field with a total order. In most cases this means that the corresponding valuation ring is convex. These are the valuations that are useful in the study of ordered rings. The relationship between intersections of convex valuation rings, notably holomorphy rings, and convex subrings is one main topic. These concepts are studied quite generally in the beginning. The most substantial results are obtained with additional assumptions about the order (such as bounded inversion: \\(1+ A^+\\subseteq A^\\times\\)), or about the ring (e.g., \\((A, A^+)\\) is an \\(f\\)-ring), or both. If bounded inversion holds then: \\(A\\) is a PrÃ¼fer extension of every convex subring, say \\(B\\); every intermediate ring of \\(B\\) and \\(A\\) is convex in \\(A\\) as well and is a ring of quotients of \\(B\\). Even without bounded inversion it is shown that for any PrÃ¼fer subring \\(B\\subseteq A\\) there is a largest intermediate ring that contains \\(B\\) as a convex subring. Stronger versions of these results hold for \\(f\\)-rings. The results are applied to rings of continuous functions; it is shown that rings of continuous functions on metric spaces are PrÃ¼fer closed. Finally, valuations on \\(f\\)-rings are studied.",1
1308161,"Let \\(R = k[x_0,\\dots,x_n]\\), \\(n \\geq 3\\), and let \\({\\mathfrak m} = (x_0,\\dots,x_n)R\\). A homogeneous ideal \\(I \\subset R\\) of height \\(m\\) is a quasi-complete intersection (q.c.i.) on \\(m+1\\) elements if \\(I\\) is unmixed and there exist \\(m+1\\) homogeneous elements \\(F_0,\\dots,F_m\\) in \\(I\\) such that \\((F_0,\\dots,F_m) R = I \\cap {\\mathfrak q}\\) for some \\({\\mathfrak m}\\)-primary ideal \\(\\mathfrak q\\). This paper is concerned with the problem of describing minimal generating sets for such an ideal, assuming that it is prime and its height is 2. \n\n\nOne of the main results is the following. Assume \\({\\mathfrak p}\\) is a homogeneous prime ideal of height 2 with at least 3 minimal generators, and assume that \\(\\mathfrak p\\) is a q.c.i.\\ on \\(F_0,F_1,F_2\\). If \\(\\mathfrak B\\) is an arbitrary minimal homogeneous generating set of \\(\\mathfrak p\\), then there are elements \\(B_0,B_1,B_2\\) in \\(\\mathfrak B\\) such that \\( {\\mathfrak B}/\\{B_0,B_1,B_2\\} \\cup \\{F_0,F_1,F_2\\} \\) is a minimal generating set of \\(\\mathfrak p\\). Another result, slightly more technical, gives a way of obtaining, from a fixed homogeneous minimal generating set for a q.c.i.\\ prime ideal \\(\\mathfrak p\\), a set of three polynomials on which \\(\\mathfrak p\\) is a q.c.i. \n\n\nThe authors apply these results to monomial curves, by characterizing those monomial curves with 4 minimal generators which are in fact quasi-complete intersections.","A smooth \((2n+1)\)-dimensional manifold \(Y\) together with the choice of a maximally non-integrable field of tangent hyperplanes, given as \(\ker\lambda\) for a fixed choice of one-form \(\lambda\), is a contact manifold viewed as the pair \((Y,\lambda)\), and \(\lambda\wedge(d\,\lambda)^n\) is a volume form on \(Y\). An \(n\)-dimensional submanifold \(\Lambda\subset (Y,\lambda)\) which is tangent to \(\ker\lambda\) is called a Legendrian submanifold. A \(2n\)-dimensional manifold \(X\) together with a closed non-degenerate two-form \(\omega\) is a symplectic manifold. \((X,\omega)\) is exact if \(\omega=d\alpha\) is exact. A properly embedded Lagrangian submanifold without boundary \(L_{\Lambda,\varnothing}\subset(\mathbb R\times Y,d(e^t\lambda))\) of the symplectization of \((Y,\lambda)\) satisfying the property that \(L_{\Lambda,\varnothing}\) coincides with the cylinder \((-\infty, N)\times\Lambda\) outside of a compact set, is called Lagrangian cap of a Legendrian submanifold \(\Lambda\subset (Y,\lambda)\). A properly embedded Lagrangian submanifold without boundary \(L_{\varnothing,\Lambda}\subset(X,d\alpha)\) that coincides with the cylinder \((N,\infty)\times\Lambda\subset[0,\infty)\times Y\) outside of a compact set, is called Lagrangian filling of a Legendrian submanifold \(\Lambda\subset (Y,\lambda)\). The concatenation of \(L_{\varnothing,\Lambda}\) and \(L_{\Lambda,\varnothing}\) is the closed Lagrangian submanifold \(L=(L_{\varnothing,\Lambda}\cap\{(t,x);\;t\leq N\})\cup(L_{\Lambda,\varnothing}\cap\{(t,x);\;t\geq N\})\subset(X, d\alpha)\). A Lagrangian immersion \(L\subset(X,\omega)\) is called displaceable if there exists a time-dependent Hamiltonian on \(X\) whose induced Hamiltonian flow \(\varphi^s: X\to X\) satisfies \(L\cap\varphi^1(L)=\varnothing\). The number \(w(L,X)=\sup\{\pi r^2\in[0,\infty);\;\mathcal{B}(X,L,r)\neq\varnothing\}\) is called the Gromov width of a Lagrangian submanifold \(L\subset(X,\omega)\), where \(\mathcal{B}(X,L,r)\) is the set of symplectic embeddings of \(B^{2n}(r)\) into \((X,\omega)\). A Lagrangian immersion \(L\subset(X,\omega)\) whose self-intersections consist of transverse double-points is said to be uniruled if there is some \(A>0\) for which, for any compatible almost complex structure \(J\) on \(X\) and a point \(x\in L\), there exists a non-constant \(J\)-holomorphic disc in \(X\) having boundary on \(L\), having a boundary point mapping to \(x\), and whose \(\omega\)-area is at most \(A\). Making use of exact Lagrangian caps, in [Geom. Funct. Anal. 23, No. 6, 1772--1803 (2013; Zbl 1283.53074)], \textit{T. Ekholm} et al. constructed various Lagrangian submanifolds of \(\mathbb C^n\).

In this paper, the author shows that these submanifolds are non-uniruled and have infinite Gromov width. Also, it is proven that if \(L\subset(X,d\alpha)\), where \(\alpha\) is a primitive of symplectic form, is a displaceable exact Lagrangian immersion of a closed manifold obtained as the concatenation of an immersed exact Lagrangian filling and an embedded exact Lagrangian cap, then the Chekanov-Eliashberg algebra of \(L\) is acyclic even when using Novikov coefficients. Finally, the author considers a displaceable exact Lagrangian immersion \(L\subset(X,d\alpha)\) of a closed manifold with the assumption that \(L\) is a spin manifold with fixed choice of a spin structure. It is shown that if the Chekanov-Eliashberg algebra with coefficients in a unital ring \(R\) of the Legendrian lift of \(L\) is not acyclic, with or without Novikov coefficients, then for any \(J\in \mathcal{J}_L\) and \(x\in L\) there exists a \(J\)-holomorphic disc in \(X\) having boundary on \(L\), one positive boundary puncture, possibly several negative boundary punctures, and a boundary-point passing through \(x\), where \(\mathcal{J}_L\) is the set of compatible almost complex structures on \((X,d\alpha)\).",0
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).","Summary: Input and state constraints widely exist in chemical processes. The optimal control of chemical processes under the coexistence of inequality constraints on input and state is challenging, especially when the process model is only partially known. The objective of this paper is to design an applicable optimal control for chemical processes with known model structure and unknown model parameters. To eliminate the barriers caused by the hybrid constraints and unknown model parameters, the inequality state constraints are first transformed into equality state constraints by using the slack function method. Then, adaptive dynamic programming (ADP) with nonquadratic performance integrand is adopted to handle the augmented system with input constraints. The proposed approach requires only partial knowledge of the system, i.e., the model structure. The value information of the model parameters is not required. The feasibility and performance of the proposed approach are tested using two nonlinear cases including a continuous stirred-tank reactor (CSTR) example.",0
